               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 121,            0.028633,           0.0079925,           0.0037973,             0.72498,             0.82817,             0.77243,              0.4339,            0.019424,           0.0045965,            0.033109,            0.007624,            0.007624,            0.007624
                 122,            0.032556,           0.0077403,           0.0019948,             0.71842,             0.82745,             0.75475,             0.48289,            0.016007,           0.0045924,            0.034652,           0.0076042,           0.0076042,           0.0076042
                 123,            0.028089,           0.0089849,            0.003323,             0.71665,             0.82027,             0.69125,             0.52354,             0.01393,           0.0045987,            0.037111,           0.0075844,           0.0075844,           0.0075844
                 124,            0.028985,           0.0080766,           0.0047486,             0.71659,             0.82036,             0.69125,             0.51424,            0.013475,           0.0045589,            0.036391,           0.0075646,           0.0075646,           0.0075646
                 125,            0.029164,           0.0088807,           0.0058669,             0.71677,             0.82356,             0.69125,             0.52361,            0.014045,           0.0047408,            0.034665,           0.0075448,           0.0075448,           0.0075448
                 126,            0.031803,           0.0098134,           0.0033405,             0.71694,             0.82571,             0.69125,             0.49407,            0.013863,           0.0050211,            0.033592,            0.007525,            0.007525,            0.007525
                 127,            0.030172,           0.0089464,           0.0035981,             0.71874,             0.82779,              0.6953,             0.38873,            0.020373,           0.0057675,             0.03181,           0.0075052,           0.0075052,           0.0075052
                 128,            0.030432,           0.0096239,            0.003809,             0.72006,              0.8277,              0.6953,             0.50476,            0.015325,           0.0049235,            0.031528,           0.0074854,           0.0074854,           0.0074854
                 129,            0.034058,           0.0093498,           0.0015774,             0.71994,             0.82741,             0.74505,             0.45843,            0.016482,             0.00473,            0.031339,           0.0074656,           0.0074656,           0.0074656
                 130,            0.024366,           0.0084956,           0.0037985,             0.71821,             0.82748,             0.74505,             0.49082,             0.01411,           0.0046573,            0.032365,           0.0074458,           0.0074458,           0.0074458
                 131,            0.031395,           0.0091167,           0.0016617,             0.72007,             0.82801,             0.74505,             0.52698,            0.015023,           0.0048062,            0.032543,            0.007426,            0.007426,            0.007426
                 132,            0.027363,           0.0083867,           0.0043402,             0.72318,             0.82833,             0.69125,             0.47426,            0.016632,           0.0051146,            0.032299,           0.0074062,           0.0074062,           0.0074062
                 133,            0.027254,            0.008963,           0.0032662,              0.7192,             0.82764,             0.72186,             0.48556,            0.017981,           0.0046579,            0.033358,           0.0073864,           0.0073864,           0.0073864
                 134,             0.02143,           0.0085077,           0.0064859,             0.72012,             0.82747,             0.70715,             0.49691,            0.016318,           0.0046442,            0.032681,           0.0073666,           0.0073666,           0.0073666
                 135,            0.031055,           0.0088119,           0.0019465,             0.72063,             0.82719,             0.70715,             0.47693,            0.016471,           0.0047856,            0.032953,           0.0073468,           0.0073468,           0.0073468
                 136,            0.030211,           0.0078524,           0.0021323,             0.67258,             0.82857,              0.6654,             0.39518,            0.019813,           0.0051552,            0.030283,            0.007327,            0.007327,            0.007327
                 137,              0.0281,           0.0073444,           0.0019015,              0.7306,             0.82823,             0.71822,              0.4814,            0.016499,           0.0055117,            0.028057,           0.0073072,           0.0073072,           0.0073072
                 138,            0.029444,           0.0084309,           0.0033736,             0.78186,             0.81267,             0.77951,             0.57471,            0.014643,           0.0052914,             0.02395,           0.0072874,           0.0072874,           0.0072874
                 139,            0.025986,           0.0074637,           0.0016103,             0.77672,              0.8292,             0.76664,             0.49121,            0.017925,           0.0048696,            0.022226,           0.0072676,           0.0072676,           0.0072676
                 140,            0.027817,           0.0077722,           0.0055542,             0.78546,             0.83333,             0.76069,             0.57108,            0.014127,           0.0043803,            0.021412,           0.0072478,           0.0072478,           0.0072478
                 141,             0.02602,           0.0088676,           0.0050358,             0.78868,             0.83333,             0.76871,             0.55892,            0.014947,           0.0045219,            0.020442,            0.007228,            0.007228,            0.007228
                 142,            0.027235,           0.0095243,           0.0047899,             0.78888,             0.83333,             0.81012,             0.62576,            0.013963,            0.004516,            0.021259,           0.0072082,           0.0072082,           0.0072082
                 143,             0.01964,           0.0083498,           0.0016642,             0.77745,             0.83333,             0.93018,             0.70644,            0.014163,           0.0042313,            0.023424,           0.0071884,           0.0071884,           0.0071884
                 144,             0.02644,           0.0072003,           0.0020851,              0.7408,             0.83114,             0.76183,              0.5067,             0.01711,            0.004239,            0.028283,           0.0071686,           0.0071686,           0.0071686
                 145,            0.030792,           0.0075987,           0.0085253,             0.75461,             0.82929,             0.77243,             0.54768,            0.014787,            0.004357,            0.027466,           0.0071488,           0.0071488,           0.0071488
                 146,            0.031584,           0.0088569,           0.0040036,             0.77482,             0.83333,             0.83943,             0.59124,              0.0154,           0.0045735,            0.025643,            0.007129,            0.007129,            0.007129
                 147,            0.027506,           0.0089512,           0.0033044,             0.77279,             0.83333,             0.81012,             0.53004,            0.014431,           0.0043256,            0.026232,           0.0071092,           0.0071092,           0.0071092
                 148,            0.030367,           0.0094522,           0.0066591,             0.77344,             0.83333,             0.81012,             0.59711,            0.013431,            0.004389,            0.025829,           0.0070894,           0.0070894,           0.0070894
                 149,            0.027765,           0.0089827,           0.0030123,             0.76661,             0.83333,             0.73213,             0.47033,             0.01474,            0.004385,             0.02643,           0.0070696,           0.0070696,           0.0070696
                 150,            0.026348,           0.0090205,            0.008932,              0.7339,             0.82992,               0.741,             0.55541,            0.012676,           0.0043772,            0.029373,           0.0070498,           0.0070498,           0.0070498
                 151,            0.022532,           0.0077921,           0.0021317,              0.7035,             0.82879,             0.73213,             0.45366,            0.015686,           0.0047516,             0.03015,             0.00703,             0.00703,             0.00703
                 152,            0.024845,           0.0081035,           0.0030387,             0.69792,             0.83304,               0.741,             0.44677,             0.01891,            0.004757,            0.032407,           0.0070102,           0.0070102,           0.0070102
                 153,            0.034506,           0.0078718,           0.0076005,             0.69819,             0.83333,               0.741,             0.47543,            0.014658,           0.0048276,            0.031255,           0.0069904,           0.0069904,           0.0069904
                 154,             0.02964,           0.0087966,             0.00776,             0.70757,             0.83333,               0.741,             0.52187,            0.015564,           0.0050461,            0.030668,           0.0069706,           0.0069706,           0.0069706
                 155,            0.027022,           0.0078824,           0.0035587,             0.69364,             0.90325,             0.76933,             0.56452,            0.014852,           0.0052153,            0.029781,           0.0069508,           0.0069508,           0.0069508
                 156,            0.022581,           0.0072284,           0.0030648,             0.71468,             0.88497,               0.776,             0.48484,            0.018612,           0.0054857,            0.026886,            0.006931,            0.006931,            0.006931
                 157,            0.029051,           0.0076728,           0.0031549,             0.72001,             0.88292,               0.776,             0.51737,             0.01569,           0.0052956,            0.025282,           0.0069112,           0.0069112,           0.0069112
                 158,            0.022199,            0.008837,           0.0026833,             0.77561,              0.8405,             0.85157,             0.59904,            0.015085,           0.0055582,            0.023455,           0.0068914,           0.0068914,           0.0068914
                 159,            0.028287,           0.0094668,           0.0033303,             0.77035,             0.87072,             0.86257,             0.58319,             0.01462,           0.0055879,             0.02004,           0.0068716,           0.0068716,           0.0068716
                 160,            0.025799,           0.0080859,           0.0024076,             0.76596,             0.87082,             0.84396,             0.37503,            0.018617,           0.0053721,              0.0201,           0.0068518,           0.0068518,           0.0068518
                 161,            0.029031,           0.0073221,           0.0032792,             0.75514,             0.82637,             0.87167,             0.52319,            0.018179,           0.0054722,            0.023835,            0.006832,            0.006832,            0.006832
                 162,            0.027044,           0.0067758,             0.00594,              0.6972,             0.90227,             0.88583,             0.54927,            0.015181,            0.005559,            0.027703,           0.0068122,           0.0068122,           0.0068122
                 163,            0.023322,           0.0075876,           0.0035524,             0.67474,             0.91667,              0.8592,             0.61793,            0.013459,            0.005097,            0.034249,           0.0067924,           0.0067924,           0.0067924
                 164,            0.022579,           0.0087435,           0.0022243,             0.53533,             0.87783,             0.77539,             0.42735,            0.019154,           0.0050102,            0.039318,           0.0067726,           0.0067726,           0.0067726
                 165,             0.03077,           0.0090883,           0.0034574,             0.68939,             0.74997,             0.71958,              0.4948,            0.014645,            0.005045,            0.041651,           0.0067528,           0.0067528,           0.0067528
                 166,             0.02784,           0.0090854,           0.0029867,             0.68924,             0.74823,             0.71958,             0.52372,            0.013999,           0.0049272,            0.043076,            0.006733,            0.006733,            0.006733
                 167,            0.028843,            0.010445,           0.0018192,             0.68912,             0.74701,             0.72625,             0.51247,            0.014568,           0.0049996,            0.045373,           0.0067132,           0.0067132,           0.0067132
                 168,            0.025262,           0.0078945,           0.0015466,             0.55558,             0.73281,             0.65825,              0.3692,            0.020367,           0.0047723,            0.046935,           0.0066934,           0.0066934,           0.0066934
                 169,             0.03091,           0.0086577,           0.0048945,             0.55735,             0.73625,             0.65825,              0.4054,            0.016818,           0.0046635,            0.046954,           0.0066736,           0.0066736,           0.0066736
                 170,            0.028874,           0.0079764,           0.0018837,             0.68928,             0.74694,              0.6953,             0.49939,             0.01489,           0.0045288,            0.047617,           0.0066538,           0.0066538,           0.0066538
                 171,            0.024706,           0.0074725,           0.0017138,             0.68896,             0.74856,             0.88775,             0.65381,             0.01409,           0.0047289,            0.046762,            0.006634,            0.006634,            0.006634
                 172,            0.027701,           0.0082875,           0.0033965,              0.6892,             0.74903,             0.78875,              0.4999,            0.016849,           0.0048788,             0.04557,           0.0066142,           0.0066142,           0.0066142
                 173,            0.024793,            0.007913,           0.0019249,             0.64276,             0.83333,             0.80643,             0.57466,            0.014242,           0.0050501,            0.039683,           0.0065944,           0.0065944,           0.0065944
                 174,            0.022304,           0.0075296,           0.0010585,             0.67513,             0.83333,             0.83943,             0.61992,            0.013666,           0.0050217,             0.03597,           0.0065746,           0.0065746,           0.0065746
                 175,            0.020414,           0.0079883,           0.0010346,              0.7343,             0.82579,             0.76183,             0.49703,            0.015353,           0.0048215,              0.0285,           0.0065548,           0.0065548,           0.0065548
                 176,            0.024448,            0.007215,           0.0017475,             0.75459,             0.89438,             0.78457,             0.54243,            0.015215,           0.0049084,            0.023188,            0.006535,            0.006535,            0.006535
                 177,            0.021076,            0.007769,           0.0012296,             0.75401,             0.90771,               0.796,             0.57667,            0.014613,           0.0051534,             0.02172,           0.0065152,           0.0065152,           0.0065152
                 178,            0.015312,             0.00733,           0.0024058,             0.75397,              0.8746,             0.78457,             0.58171,            0.014241,            0.005057,             0.02312,           0.0064954,           0.0064954,           0.0064954
                 179,            0.025043,           0.0084279,           0.0013039,             0.75395,             0.88935,             0.81817,             0.58857,            0.016348,           0.0045453,            0.022034,           0.0064756,           0.0064756,           0.0064756
                 180,            0.024107,           0.0076157,           0.0017699,              0.7543,             0.89605,             0.81817,              0.5606,            0.016811,           0.0046535,            0.022139,           0.0064558,           0.0064558,           0.0064558
                 181,            0.024373,           0.0082001,           0.0039406,             0.75394,             0.89485,             0.81817,             0.60075,            0.015043,           0.0046566,            0.022511,            0.006436,            0.006436,            0.006436
                 182,             0.02041,            0.008658,           0.0030487,             0.75261,             0.87265,             0.81817,             0.58707,            0.014396,           0.0046435,            0.024896,           0.0064162,           0.0064162,           0.0064162
                 183,            0.024537,            0.009894,           0.0049172,             0.70396,             0.90601,             0.87063,             0.59467,            0.014017,           0.0042952,            0.032322,           0.0063964,           0.0063964,           0.0063964
                 184,            0.027241,           0.0083016,           0.0015256,             0.69313,             0.89689,               0.796,             0.56353,            0.014756,           0.0045642,            0.036722,           0.0063766,           0.0063766,           0.0063766
                 185,            0.027096,           0.0079246,           0.0026023,             0.69061,             0.88606,               0.796,             0.55864,            0.014496,            0.004672,            0.040063,           0.0063568,           0.0063568,           0.0063568
                 186,            0.022548,           0.0073796,           0.0088683,             0.68892,              0.8641,             0.74625,             0.55289,            0.013683,           0.0047765,            0.046887,            0.006337,            0.006337,            0.006337
                 187,            0.020555,           0.0081032,           0.0021903,             0.68902,             0.81952,             0.78988,             0.55992,            0.014427,           0.0051036,            0.048589,           0.0063172,           0.0063172,           0.0063172
                 188,            0.028663,           0.0071378,           0.0031855,             0.68932,             0.84399,             0.74625,             0.49754,            0.015159,           0.0051867,            0.044995,           0.0062974,           0.0062974,           0.0062974
                 189,            0.024105,           0.0072876,           0.0026023,             0.68962,             0.87307,               0.796,             0.53517,            0.014766,           0.0051268,            0.040833,           0.0062776,           0.0062776,           0.0062776
                 190,            0.020675,           0.0077113,           0.0022045,             0.69036,             0.89391,               0.796,             0.56619,            0.013638,           0.0052651,            0.034021,           0.0062578,           0.0062578,           0.0062578
                 191,             0.02463,           0.0070895,           0.0064514,              0.6896,             0.87729,             0.78457,             0.55244,            0.013577,           0.0051655,            0.037514,            0.006238,            0.006238,            0.006238
                 192,            0.020098,           0.0075554,           0.0076098,             0.69156,             0.88564,             0.78457,             0.59255,            0.013735,            0.005264,            0.030894,           0.0062182,           0.0062182,           0.0062182
                 193,            0.019661,           0.0063645,           0.0012087,             0.69888,             0.89433,             0.85157,             0.60637,            0.015108,            0.005236,            0.027797,           0.0061984,           0.0061984,           0.0061984
                 194,            0.021673,           0.0081228,           0.0048666,             0.71555,             0.89605,             0.85157,             0.63311,            0.014491,           0.0051618,             0.02697,           0.0061786,           0.0061786,           0.0061786
                 195,            0.022466,            0.007662,           0.0028317,             0.71711,             0.89666,               0.796,             0.53663,            0.016894,           0.0050193,            0.027405,           0.0061588,           0.0061588,           0.0061588
                 196,            0.020442,           0.0083929,            0.001845,             0.71654,             0.88413,               0.796,             0.52389,            0.017279,            0.005079,            0.028808,            0.006139,            0.006139,            0.006139
                 197,            0.021757,           0.0095838,           0.0033553,             0.71482,             0.84118,               0.863,             0.60731,            0.015586,           0.0053021,             0.03107,           0.0061192,           0.0061192,           0.0061192
                 198,            0.018153,           0.0081623,           0.0024382,             0.68994,             0.82749,                0.83,             0.58019,            0.014876,           0.0054512,            0.037317,           0.0060994,           0.0060994,           0.0060994
                 199,            0.023413,           0.0071877,           0.0023949,             0.68881,             0.80595,             0.78643,             0.54864,            0.016685,           0.0055102,            0.045818,           0.0060796,           0.0060796,           0.0060796
                 200,            0.019987,           0.0082199,           0.0017089,             0.68868,             0.79042,             0.69601,             0.47517,            0.016242,           0.0052716,            0.046473,           0.0060598,           0.0060598,           0.0060598
                 201,            0.021515,             0.00639,           0.0029107,              0.6889,             0.80416,             0.76933,             0.50261,            0.016431,           0.0050617,             0.04493,             0.00604,             0.00604,             0.00604
                 202,            0.026048,           0.0076914,           0.0032624,             0.68922,             0.82207,             0.84733,             0.57416,            0.015692,           0.0049356,             0.04137,           0.0060202,           0.0060202,           0.0060202
                 203,            0.020326,           0.0072952,            0.007337,              0.6899,             0.88946,             0.83633,             0.61308,            0.013314,           0.0048426,            0.033177,           0.0060004,           0.0060004,           0.0060004
                 204,            0.017849,           0.0084706,           0.0018263,             0.75074,             0.84027,               0.843,             0.61465,            0.013458,           0.0051002,            0.026922,           0.0059806,           0.0059806,           0.0059806
                 205,            0.026322,            0.006637,           0.0020852,               0.761,              0.8778,               0.863,             0.61316,            0.014958,           0.0054875,            0.023963,           0.0059608,           0.0059608,           0.0059608
                 206,            0.018966,           0.0067051,           0.0019578,             0.75395,             0.90197,               0.929,             0.62065,            0.014816,           0.0056678,            0.022195,            0.005941,            0.005941,            0.005941
                 207,             0.02021,           0.0077321,           0.0047298,                0.75,             0.94969,             0.95375,             0.64312,             0.01489,           0.0063179,            0.020703,           0.0059212,           0.0059212,           0.0059212
                 208,            0.024622,           0.0076582,           0.0018697,             0.75088,              0.9626,             0.95375,             0.56114,            0.017258,           0.0061725,            0.020115,           0.0059014,           0.0059014,           0.0059014
                 209,            0.025549,           0.0081121,           0.0059886,              0.7509,             0.96925,               0.995,             0.64407,             0.01656,           0.0064519,            0.020031,           0.0058816,           0.0058816,           0.0058816
                 210,            0.024895,           0.0083609,            0.002365,             0.75346,             0.97551,               0.995,              0.5381,            0.018486,           0.0070958,            0.019168,           0.0058618,           0.0058618,           0.0058618
                 211,            0.029185,           0.0091328,           0.0020264,             0.87399,             0.84147,               0.995,             0.65815,            0.014252,           0.0067311,            0.017277,            0.005842,            0.005842,            0.005842
                 212,            0.024754,           0.0073885,           0.0084899,             0.87369,             0.84507,               0.995,             0.62909,            0.016193,           0.0062759,             0.01679,           0.0058222,           0.0058222,           0.0058222
                 213,            0.022773,            0.010415,           0.0018295,             0.82457,             0.90413,               0.995,             0.60566,            0.014473,           0.0066492,             0.01646,           0.0058024,           0.0058024,           0.0058024
                 214,            0.023918,           0.0082927,           0.0025008,             0.83933,             0.91939,               0.995,             0.62806,            0.014344,           0.0067639,             0.01574,           0.0057826,           0.0057826,           0.0057826
                 215,            0.018708,           0.0074422,           0.0019562,             0.86903,             0.91667,             0.98357,             0.61156,            0.016407,           0.0062588,            0.013665,           0.0057628,           0.0057628,           0.0057628
                 216,             0.02238,           0.0070243,           0.0014457,             0.86824,             0.92335,             0.95375,             0.60176,            0.014879,           0.0058979,            0.012537,            0.005743,            0.005743,            0.005743
                 217,            0.021707,           0.0070787,           0.0020036,             0.86884,             0.92308,             0.95375,             0.52227,            0.018742,            0.006159,            0.011333,           0.0057232,           0.0057232,           0.0057232
                 218,            0.023518,           0.0077184,           0.0012788,             0.87404,             0.91741,               0.995,             0.57715,            0.017276,           0.0064879,            0.010763,           0.0057034,           0.0057034,           0.0057034
                 219,            0.022541,           0.0082217,           0.0023376,             0.86309,              0.9253,             0.95375,             0.62056,            0.014856,           0.0062071,            0.011328,           0.0056836,           0.0056836,           0.0056836
                 220,            0.019047,           0.0065191,            0.001823,             0.86486,             0.92282,             0.95375,             0.61345,            0.016143,           0.0064447,            0.012563,           0.0056638,           0.0056638,           0.0056638
                 221,            0.020585,           0.0072291,           0.0010731,             0.86526,             0.92257,             0.95375,             0.66094,            0.014572,           0.0065117,            0.013151,            0.005644,            0.005644,            0.005644
                 222,            0.025033,           0.0079361,           0.0011374,             0.85118,              0.9218,              0.9125,             0.66138,            0.014352,           0.0061599,            0.015899,           0.0056242,           0.0056242,           0.0056242
                 223,            0.021014,           0.0086358,           0.0023788,              0.7668,             0.91008,             0.90107,             0.64471,            0.013779,           0.0059289,            0.022807,           0.0056044,           0.0056044,           0.0056044
                 224,             0.02395,           0.0071224,           0.0018973,             0.69001,             0.97059,               0.874,             0.59036,             0.01568,           0.0057623,            0.033342,           0.0055846,           0.0055846,           0.0055846
                 225,            0.021827,           0.0075581,           0.0013738,             0.68897,             0.95485,               0.874,             0.60423,            0.014706,           0.0060305,            0.037235,           0.0055648,           0.0055648,           0.0055648
                 226,             0.02404,           0.0084191,           0.0049368,             0.68867,             0.88155,             0.80679,             0.59061,            0.015185,           0.0058736,            0.041602,            0.005545,            0.005545,            0.005545
                 227,            0.020778,           0.0079868,           0.0012261,             0.68774,             0.79533,             0.80679,             0.58301,            0.013385,           0.0060247,            0.048538,           0.0055252,           0.0055252,           0.0055252
                 228,            0.019642,           0.0074905,           0.0016834,             0.67073,              0.7487,             0.78286,             0.52724,            0.018343,           0.0059235,            0.052058,           0.0055054,           0.0055054,           0.0055054
                 229,            0.027076,           0.0075722,           0.0030658,             0.68957,             0.73639,             0.69071,             0.46522,            0.014624,           0.0056629,            0.054384,           0.0054856,           0.0054856,           0.0054856
                 230,             0.02257,           0.0073849,           0.0010255,             0.68947,             0.73266,             0.68714,             0.46585,            0.013938,           0.0057398,            0.055248,           0.0054658,           0.0054658,           0.0054658
                 231,            0.020104,           0.0082501,           0.0015665,             0.68929,             0.73238,             0.69929,             0.49832,            0.013412,           0.0055628,            0.054983,            0.005446,            0.005446,            0.005446
                 232,            0.019966,           0.0071878,           0.0041928,             0.68922,             0.73301,             0.71071,             0.44503,            0.015043,           0.0055195,            0.054231,           0.0054262,           0.0054262,           0.0054262
                 233,            0.029153,           0.0083444,           0.0026953,             0.68941,             0.73269,             0.71071,             0.49171,            0.013373,           0.0056182,            0.054309,           0.0054064,           0.0054064,           0.0054064
                 234,            0.020858,           0.0063646,            0.003247,             0.68961,              0.7299,             0.69929,             0.49578,            0.012979,           0.0055949,            0.054579,           0.0053866,           0.0053866,           0.0053866
                 235,            0.018938,           0.0069043,           0.0019597,             0.68952,             0.73592,             0.69929,             0.49122,            0.012931,           0.0056642,            0.052449,           0.0053668,           0.0053668,           0.0053668
                 236,            0.024063,           0.0075706,           0.0020855,             0.66265,             0.74851,             0.71125,             0.49809,             0.01398,           0.0058935,            0.051035,            0.005347,            0.005347,            0.005347
                 237,            0.017063,           0.0069067,           0.0014208,             0.66826,             0.74945,             0.69929,             0.50299,            0.013147,           0.0059403,            0.048591,           0.0053272,           0.0053272,           0.0053272
                 238,            0.023512,           0.0060811,           0.0017674,               0.685,             0.75854,             0.69929,             0.50962,            0.013519,           0.0058848,              0.0471,           0.0053074,           0.0053074,           0.0053074
                 239,            0.018166,           0.0076054,           0.0015224,              0.6882,              0.8168,             0.71071,             0.50161,             0.01466,           0.0059807,            0.043389,           0.0052876,           0.0052876,           0.0052876
                 240,            0.018954,           0.0064828,            0.003433,             0.68903,             0.85851,             0.74625,             0.48814,            0.016817,           0.0060741,            0.039627,           0.0052678,           0.0052678,           0.0052678
                 241,            0.019599,            0.006925,          0.00075731,              0.6895,             0.90416,                0.83,             0.59088,            0.013947,           0.0062374,            0.034369,            0.005248,            0.005248,            0.005248
                 242,            0.022282,           0.0061705,          0.00097045,             0.69009,             0.91658,               0.863,             0.60951,            0.013532,           0.0061962,            0.028148,           0.0052282,           0.0052282,           0.0052282
                 243,            0.018157,           0.0056249,           0.0012036,             0.79166,             0.83952,               0.863,             0.60736,            0.013632,           0.0061893,             0.01996,           0.0052084,           0.0052084,           0.0052084
